Country,Partner Organization,longitude,latitude,Region,District,Landscape #,Household ID,Household head ID,Enumerator ID,Time interview start,Date of interview,Supervisor ID,Questionnaire inspection date,Clerk ID,Data entry date,fr_01,fr2_10,fr_5,ag12b_vs_09a,ag12a_vs_10,ag12a_vs_10_other,End Time,Survey Instrument
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",MbKjtLZGbn3,dZzBVRh58j6,,2000-01-01 12:20:00 UTC,2015-10-01,VXXtPYtHb53,2015-10-02,YFPdkT7Y2y8,2016-01-29T00:00:00Z,1,3,1454049248972.jpg,1,10,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,04,404,"L04",52MH5CafZg9,zocCznXrjN2,,2000-01-01 00:22:00 UTC,2016-03-13,VXXtPYtHb53,2016-03-15,s8w1kT9jvY7,2016-03-31T00:00:00Z,1,4,1459381685094.jpg,1,10,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",x3KJboY4Wn4,1sivkghFL72,,2000-01-01 12:20:00 UTC,2015-09-28,VXXtPYtHb53,2015-09-29,YFPdkT7Y2y8,2016-02-03T00:00:00Z,1,3,1454489456452.jpg,1,10,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,01,121,"L03",5BM4RJvhSqA,4SCovw8XdJA,,2000-01-01 15:29:00 UTC,2015-02-26,VXXtPYtHb53,2015-02-28,YFPdkT7Y2y8,2015-08-10T00:00:00Z,1,3,1439210975617.jpg,2,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,03,313,"L01",EQUQxBxxA28,kT8n82Cgt38,c4KF8BHGJA8,2000-01-01 02:32:00 UTC,2016-06-05,c4KF8BHGJA8,2016-06-06,c4KF8BHGJA8,2016-07-25T00:00:00Z,1,2015,1469478322335.jpg,2,,,2000-01-01 03:46:00 UTC,paper
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,01,121,"L03",oimuabaAoj4,hrh5vDdTcS8,,2000-01-01 12:57:00 UTC,2015-03-14,VXXtPYtHb53,2015-03-27,YFPdkT7Y2y8,2015-10-13T00:00:00Z,1,3,1444727020121.jpg,1,9,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,01,121,"L03",LAqtBPvPxy,aNPnKBKn1K6,,2000-01-01 11:26:00 UTC,2015-03-12,VXXtPYtHb53,2015-03-13,YFPdkT7Y2y8,2015-10-07T00:00:00Z,1,3,1444211636308.jpg,1,9,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,04,408,"L04",Dw3Ud994KTB,YzE56ra9HE6,,2000-01-01 14:36:00 UTC,2016-03-21,VXXtPYtHb53,2016-03-22,YFPdkT7Y2y8,2016-03-31T00:00:00Z,1,4,1459417676201.jpg,1,10,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,02,218,"L02",Q12jo3rceY8,GhcX94RYd48,,2000-01-01 14:07:00 UTC,2015-05-04,VXXtPYtHb53,2015-11-22,YFPdkT7Y2y8,2015-11-22T00:00:00Z,1,3,1448187024787.jpg,2,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,03,313,"L01",3WbmqA7gbk2,tXK1Pyp89L7,4TSs34S7YSA,2000-01-01 12:23:00 UTC,2016-06-05,4TSs34S7YSA,2016-06-06,4TSs34S7YSA,2016-07-13T00:00:00Z,1,2015,1468412569559.jpg,2,,,2000-01-01 13:15:00 UTC,paper
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,04,408,"L04",TdHhH26Qsi9,DtpGksR1zB7,,2000-01-01 01:02:00 UTC,2016-03-09,VXXtPYtHb53,2016-03-12,s8w1kT9jvY7,2016-03-22T00:00:00Z,1,4,1458604854789.jpg,2,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,01,121,"L03",mUQGMG1UT55,jsmQTvEeFX3,,2000-01-01 09:45:00 UTC,2015-08-10,VXXtPYtHb53,2015-08-10,BY4Xcs8y386,2015-08-10T00:00:00Z,1,3,1439192740479.jpg,2,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,03,313,"L01",4YxLyEvHcr2,CoVfDPZfDf8,c4KF8BHGJA8,2000-01-01 03:31:00 UTC,2016-06-01,expyhifP6U2,2016-07-25,c4KF8BHGJA8,2016-07-26T00:00:00Z,1,2015,1469470139734.jpg,2,,,2000-01-01 04:36:00 UTC,paper
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,04,404,"L04",6knFhJg33R9,1WxXf1nNyHA,,2000-01-01 02:54:00 UTC,2016-03-25,VXXtPYtHb53,2016-03-31,YFPdkT7Y2y8,2016-03-31T00:00:00Z,1,4,1459410366848.jpg,2,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,04,408,"L04",mBXHuSst1y6,WNZS4i58mU4,,2000-01-01 11:20:00 UTC,2016-04-12,VXXtPYtHb53,2016-04-13,s8w1kT9jvY7,2016-04-17T00:00:00Z,1,4,1461791540930.jpg,2,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",cTxbn5tVsdA,yVx576JEjBB,,2000-01-01 11:28:00 UTC,2015-09-25,VXXtPYtHb53,2015-09-25,s8w1kT9jvY7,2016-02-05T00:00:00Z,1,3,1454698110447.jpg,1,10,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,01,121,"L03",r8r378XZhzA,Bvb3VfxEjV4,,2000-01-01 12:32:00 UTC,2015-03-17,Z4DPj3vY292,2015-03-27,s8w1kT9jvY7,2015-08-10T00:00:00Z,1,3,1439199048469.jpg,2,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",tsxUHiQSdd5,kc6VutfaCh2,,2000-01-01 14:19:00 UTC,2015-10-01,VXXtPYtHb53,2015-10-02,s8w1kT9jvY7,2016-02-08T00:00:00Z,1,3,1456188642050.jpg,2,,,,
