Field ID,Field name,Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,ag2a_vs_2b1,ag2a_vs_2b1_other,ag2a_vs_2b2_1,ag2a_vs_2c,ag2a_vs_2c_other,ag2a_vs_2d1,ag2a_04,ag2a_07,ag2a_08,ag2a_08_other,gps_coords,ag3a_02_1,ag3a_02_2,ag3a_02_2_1,ag2a_09,ag2a_vs_08a,ag2a_vs_8b,ag2a_vs_8c
M1,Majejele,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",tQBVYhTSUx5,2014-10-06T00:00:00Z,1,,12,4,,,1,1,,,StD4eRkF5p2,1.25,26.0,1,0.9,M1-viambe,248,1.0
M1,Kijijini,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",PuLRmEWBe78,2014-10-07T00:00:00Z,1,,12,4,,,4,1,,,Fquiad1azc9,0.6,4.0,1,4.1,M1-nyenza,499,1.0
M1,Shamba la mlimani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",sAJq9uruKa3,2014-08-11T00:00:00Z,1,,11,4,,,20,1,,,vAUTGBKNf32,4.0,2.0,2,25.4,M1-chonja,1300,1.0
M2,Chini,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ERzfUDJvVr5,2015-08-30T00:00:00Z,1,,31,4,,,0,1,,,ohgkypiARB,4.6,1.0,2,0.6,M2 FUSI,305,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",8RDtceCXmi7,2014-12-09T00:00:00Z,1,,11,4,,,3,1,,,4TSHEoaK9B9,0.001,0.0333,1,3.1,M1-tobias,12502,1.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",GZButysJgS4,2013-10-16T00:00:00Z,1,,11,1,,26,5,1,,,21KAgbHfZR2,0.1,3.0,1,5.6,M1-muonge,,
M3,Chini,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",kqzsJGqsJH5,2015-08-31T00:00:00Z,1,,31,4,,,1,1,,,SrneUV6Msn5,1.3,35.0,1,1.6,M3 MLOWE,471,1.0
M2,Halmashauri,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",51brKTHzvAB,2015-08-11T00:00:00Z,1,,11,4,,,1,1,,,yYLc21ctU3A,1.3,30.0,1,0.9,M2-chaula,0,0.0
M2,Mlango wa nne,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EhEwHyqcgE7,2014-12-18T00:00:00Z,1,,12,4,,,3,1,,,D6kj2aAomgA,3.0,30.0,1,3.7,M2 NJAJULE,524,1.0
M1,Namabangasa,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",j18hwWBcwh5,2014-12-24T00:00:00Z,1,,11,4,,,2,1,,,T5TrdLpCb27,15.0,20.0,1,1.4,M1 ABDALA,431,1.0
M2,Tambalang'ombe,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",bbQXrXaEo96,2014-08-13T00:00:00Z,1,,11,4,,,0,1,,,qwY3JCBieQ6,0.3,3.0,1,0.83,M2 Mtweve,336,1.0
M3,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",9uri5wypzL4,2015-12-09T00:00:00Z,1,,42,4,,,1,1,,,qPwBzkw5bx9,1.2,20.0,1,0.6,M3 MBWANA,214,1.0
M1,Shamba la kinyeta,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LwsCZHjGPqA,2014-09-13T00:00:00Z,1,,11,4,,,3,1,,,cSQn4Fzrfu6,0.6,6.0,1,3.6,M1 Makasi,637,1.0
M2,Shamba la Idando,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",W5cRAyZKiP3,2014-08-09T00:00:00Z,1,,12,4,,,3,2,1,,,45.0,8.0,2,0.0,0,0,0.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",gpPmZSQZXY5,2014-08-11T00:00:00Z,1,,11,4,,,0,1,,,jqmGSScG2g2,0.1,1.0,1,0.5,M1-mathew,183,1.0
M5,Ng'ambo,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",XaYWTVN67N4,2014-12-28T00:00:00Z,1,,11,4,,,1,1,,,JPn3WSw5fPB,1.1,12.0,1,1.1,M5 UPINA,279,1.0
M3,Nkwasu 2,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",mzUJUxpe7c4,2015-08-11T00:00:00Z,1,,12,4,,,0,1,,,djmxSnZWHr4,0.9,11.0,1,0.3,M3-athuman,0,0.0
M1,Ng'ambo,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",7GEs4txMBL9,2014-08-14T00:00:00Z,1,,11,4,,,2,1,,,1WpPpV2jJKA,1.8,18.0,1,3.2,M1 Benedictor,473,1.0
M1,Kwalibwe,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Qapm2uWHFt5,2015-09-09T00:00:00Z,1,,12,4,,,1,1,,,TwLMp2xbLV3,1.0,20.0,1,2.4,M1 BAKARI,364,1.0
M1,Shamba la milimani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",yzbJgVuQFv2,2014-08-09T00:00:00Z,1,,11,4,,,4,1,,,a79EDTtwNz9,1.0,45.0,1,5.9,M1-Nakapape,638,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",mWbvKsGPM14,2014-08-12T00:00:00Z,1,,11,4,,,5,1,,,apGZnn89nF,0.0,0.0,1,20.8,M1 Tuli,1280,1.0
M4,Shamba la karibu,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",aFuKnt435e8,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,kedEsJzt1m2,0.1,1.0,1,1.9,M4 Lyambilwa,428,1.0
M3,Bondeni 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",MLdLHWK2Qr,2014-12-18T00:00:00Z,1,,11,4,,,0,1,,,RX1CzQk9FZ2,0.82,9.0,1,0.5,M3-lusulupia,2040,1.0
M2,Matofalini 2,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",kDWcVHqaaf2,2014-08-11T00:00:00Z,1,,12,4,,,9,1,,,QWUhkHnC244,1.0,40.0,1,9.1,M2-matokya,978,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ZC9BxGQiLT8,2015-08-31T00:00:00Z,1,,11,4,,,1,1,,,uDXx9Esu9FB,0.0,0.0,1,2.3,M1 MTITU,708,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",Gc14tmsJ7A3,2014-08-12T00:00:00Z,1,,11,4,,,2,1,,,HVkG49sxgE9,0.0,1.0,1,3.9,M1-mkani,646,1.0
M4,Juu,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",onVKoJG2AfA,2014-12-27T00:00:00Z,4,,,4,,,2,1,,,KYWACsXcjG6,3.2,54.0,1,2.9,M4 SUMUNI,619,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",Nt5ok1nPNM7,2014-12-18T00:00:00Z,1,,11,4,,,2,1,,,JSjFhurXpaA,0.0,0.0,1,1.6,M1-mwanagatwe,354,1.0
M1,Shamba la Sokoni,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ayZb55CgmK4,2014-08-13T00:00:00Z,1,,11,1,,87,0,1,,,LwujQyxYJc3,0.9,9.0,1,1.1,M1 Kitime,311,1.0
M1,Nyaluanga 'A',TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",mdqRMX9AQF6,2014-09-24T00:00:00Z,1,,12,4,,,1,1,,,VeMir44vMY6,1.0,20.0,1,0.9,M1-sambwishe,256,1.0
M1,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",WjvUqZyb157,2015-09-13T00:00:00Z,1,,11,4,,,0,1,,,r88KQeKTVu5,1.2,20.0,1,0.6,M1 MOHAMED,269,1.0
M4,Nyumbani 4,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",utcTs5LcPQ7,2014-12-10T00:00:00Z,1,,16,4,,,2,1,,,pbc6Xhd7LM6,1.7,19.0,1,2.6,M4-milambo,10480,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",wXNS3oTZiX8,2014-08-12T00:00:00Z,1,,11,4,,,3,1,,,TbxgRJsnA26,0.0,0.0,1,3.8,M1-chatila,634,1.0
M2,Bondeni,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",7GEs4txMBL9,2014-08-14T00:00:00Z,1,,31,1,,43,0,1,,,9wqFqu3Lpd2,1.0,10.0,1,0.1,M2 Benedictor,114,1.0
M2,Mitemikwila,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",aFuKnt435e8,2014-08-12T00:00:00Z,1,,12,4,,,6,1,,,95imjFCnQo8,1.6,16.0,1,7.7,M2 Lyambilwa,754,1.0
M3,Masista 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",9WWgnSHHAA6,2014-12-18T00:00:00Z,1,,16,4,,,1,1,,,yYzcmQeg4U,2.0,30.0,1,1.0,M3-mwana,320,1.0
M4,Mpakani,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",5R7zjWiS4o,2014-12-24T00:00:00Z,4,,,4,,,1,1,,,3fyxiGge4F9,0.1,1.0,1,1.2,M4 NESTORY,291,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",6auvr3dPvX4,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,hLGdxJLGqY7,0.1,1.0,1,1.7,M1 Mwanjara,438,1.0
M1,Shamba la Juu,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",ziHZfbph8gA,2014-08-12T00:00:00Z,1,,12,4,,,1,1,,,KfdNFZ9Qic8,2.3,23.0,1,1.5,M1 Maonyesho,321,1.0
M2,Getini,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",XaYWTVN67N4,2014-12-28T00:00:00Z,1,,11,4,,,1,1,,,XCNaDjTVK38,5.4,60.0,1,2.9,M2 UPINA,429,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",KqZvf5fBTQ7,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,kFda3cikZg3,0.0,0.0,1,2.0,M1-kilasi,356,1.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",gULVGjZq1b6,2014-08-12T00:00:00Z,1,,11,4,,,2,1,,,mhFB48X38T3,0.0,0.0,1,2.4,M1-chanyema,420,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",9ES5SSTauT6,2014-08-13T00:00:00Z,1,,11,4,,,2,1,,,FhF8WALd4g4,0.0,0.0,1,3.8,M1 Kipobota,781,1.0
M3,Nyumbani 3,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",8RDtceCXmi7,2014-12-09T00:00:00Z,1,,16,4,,,2,1,,,fPkwiW4Rtp6,0.003,0.083,1,1.8,M3-tobias,7180,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",N5cedWi9F35,2014-12-18T00:00:00Z,1,,11,4,,,5,1,,,3E4PWeANzWB,0.001,0.0,1,7.0,M1-mpemba,676,1.0
M1,Shamba la Mjengwa,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",QVFH5ibEfX,2014-09-25T00:00:00Z,1,,12,4,,,2,1,,,y4hT2ZwGHb5,0.1,1.0,1,1.2,M1-muapa,441,1.0
M2,Nyumbani 2,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",X9YiaEDanB7,2015-08-08T00:00:00Z,1,,11,4,,,1,1,,,7dDaR7vHge7,0.009,0.0,1,0.41,M2-Athuman,0,0.0
M1,Juu mgambalenga,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",vvfZmP19Kx,2014-08-13T00:00:00Z,1,,11,4,,,0,1,,,yRB9TiCPWQ5,1.0,10.0,1,0.9,M1 Ngovele,262,1.0
M1,Shamba la njiani,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EnufChhcvN6,2015-01-14T00:00:00Z,1,,12,4,,,3,1,,,5agoZe84Zs2,0.15,1.5,1,3.7,M1 PILIPILI,541,1.0
M2,Shamba la Kisegesi,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",MqCGGaKzuz2,2014-08-11T00:00:00Z,4,,,4,,,2,1,,,5GktSYwvpJA,2.0,70.0,1,2.5,M2-mariam,412,1.0
M2,Nyumbani 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",vCAfAwy9KTA,2014-12-09T00:00:00Z,1,,23,4,,,3,1,,,tkpXZyecHWA,0.3,5.0,1,1.5,M2-sichone,6209,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",X9YiaEDanB7,2015-08-08T00:00:00Z,1,,31,4,,,3,1,,,dGDgnNXyCGB,0.002,0.0,1,1.1,M1-Athuman,0,0.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Q6XjbVrPyy9,2015-09-09T00:00:00Z,1,,21,4,,,2,1,,,Fs9hQELE1W9,0.0,0.0,1,0.8,M1 MPILI,255,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",SUdaBvN6yMB,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,Lh6fPP3tLk,0.0,0.0,1,1.9,M1 Mbangala,439,1.0
M2,Chentulo,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KkYJfxvuWf6,2014-12-24T00:00:00Z,1,,11,4,,,3,1,,,wcQoyYNwd55,3.0,50.0,1,1.4,M2 FUNGAMEZA,470,1.0
M2,Shamba la Juu.,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",wtdrsEsEBX2,2014-09-28T00:00:00Z,1,,12,4,,,2,1,,,s2TeiqEJGn4,0.9,9.0,1,2.2,M2 DAUDI,583,1.0
M4,Karibu na hifadhi,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",XaYWTVN67N4,2014-12-28T00:00:00Z,1,,11,4,,,1,1,,,5SvVo7sXuZ,1.3,16.0,1,2.5,M4 UPINA,442,1.0
M1,Mgambalenga,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",xkrLWnDGpw7,2014-08-13T00:00:00Z,1,,11,4,,,1,1,,,rgFuCpY8p,1.0,10.0,1,0.9,M1 Madenge,250,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",JbsDyyJEsp2,2015-01-14T00:00:00Z,1,,12,4,,,6,1,,,5yy7KB5Wvy7,1.0,15.0,1,2.1,M1 SANZAGE,387,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",kqzsJGqsJH5,2015-08-31T00:00:00Z,1,,11,4,,,1,1,,,P5Uca3r5RWB,0.0,0.0,1,2.3,M1 MLOWE,436,1.0
M2,Nyumbani 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",ZaEAz3d3Dr6,2014-12-10T00:00:00Z,1,,11,4,,,4,1,,,AAZaUpK7rt3,0.05,3.0,1,4.7,M2-katonkola,19053,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",BVUEfqZQ6KA,2015-09-09T00:00:00Z,1,,21,4,,,0,1,,,tbGxNzMjNS9,0.0,0.0,1,0.6,M1 NASORO,245,1.0
M5,Nyumbani 5,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",yLS96zjnvX6,2014-12-18T00:00:00Z,4,,,4,,,3,1,,,GSUmCmKnm2,0.002,0.0,1,4.3,M5-sossy,17310,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",MG8Mg2FAfw4,2015-09-09T00:00:00Z,1,,21,4,,,0,1,,,r2a3Fa47Aq6,0.0,0.0,1,0.5,M1 MATIMBWA,213,1.0
M3,Nyumbani 2,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,1,,43,4,,,0,1,,,qUxsXaT9vC5,0.01,1.0,1,0.1,M3-chaula,88,1.0
M1,Matofalini 1,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",kDWcVHqaaf2,2014-08-11T00:00:00Z,1,,12,4,,,6,1,,,KfWhR2jHAUB,1.0,20.0,1,6.7,M1-matokya,748,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",B7g3YrTCTUB,2014-08-16T00:00:00Z,1,,11,4,,,3,1,,,WBATxXR5B15,0.01,0.5,1,2.4,M1 Sakina,379,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",i6gRP4KTv4B,2015-08-04T00:00:00Z,1,,11,4,,,0,1,,,NUdMVG4g9C7,0.001,0.0,1,0.5,M1-Gwabati,0,0.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2014-10-04T00:00:00Z,1,,11,4,,,17,1,,,LFyEuJvjQFB,0.5,5.0,1,18.8,M1 PAWA,1100,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",Rmvq4s33Ev8,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,iFn4e5HWfL5,0.0,0.0,1,1.6,M1-lutumo,340,1.0
M3,Nyamalenga 2,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,1,,14,4,,,1,1,,,kyhqDef2ZC4,1.0,7.0,1,4.9,M3,652,1.0
M2,Njacha,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,1,,12,4,,,2,1,,,Tc5qLJKsKM8,3.0,50.0,1,1.2,M2-abdalla,0,0.0
M5,Pakula Juu,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,4,,,4,,,0,1,,,ynDTKcZ3cv2,7.1,92.0,1,0.8,M5 FILBET,355,1.0
M1,Nambanje,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",8pbKc5jDHS6,2015-09-02T00:00:00Z,1,,12,4,,,1,1,,,xrmugXj48AB,2.0,30.0,1,0.9,M1 KIDAWA,235,1.0
M1,Shamba la Shuleni,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",onwJq3WmHg2,2014-08-12T00:00:00Z,1,,11,,,,3,1,,,mJmSQRQDhJ7,5.0,2.0,2,2.0,M1-kidoba,369,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",eBi2TWWBfPA,2015-08-11T00:00:00Z,1,,11,4,,,1,1,,,Aj59tgD7YKB,0.0,0.0,1,1.8,M1-mgaya,0,0.0
M2,Nyumbani 2,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",uDCakBEm7VB,2014-09-30T00:00:00Z,1,,11,4,,,7,1,,,SX78rzJwGb8,0.1,1.0,1,9.5,M2-maige,944,1.0
M1,Jejele,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",pxqThuNPrG,2014-10-03T00:00:00Z,1,,12,4,,,6,1,,,Z9KqBSPqV29,6.8,4.3,2,6.5,M1-Ngege,740,1.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",zddQBRJke87,2014-08-11T00:00:00Z,1,,11,4,,,3,1,,,csmEkx9ew5B,0.0,0.0,1,3.2,M1-Abakuki,502,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",mUFTDYR9Aj,2014-08-11T00:00:00Z,1,,11,4,,,7,1,,,8iWEp81bvb9,0.0,0.0,1,8.0,M1 Shamaradi,721,1.0
M3,Shamba la mpakani,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EnufChhcvN6,2015-01-14T00:00:00Z,4,,,4,,,1,1,,,X28qdMLKKp8,0.3,3.0,1,0.9,M3 PILIPILI,247,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ckvwCyqWX59,2015-08-05T00:00:00Z,1,,11,4,,,0,1,,,65nzDJo8uFA,0.001,0.0,1,0.1,M1-fungo,0,0.0
M2,Songwe,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",JbsDyyJEsp2,2015-01-14T00:00:00Z,1,,11,4,,,4,1,,,zF4bLZJWM24,8.0,90.0,1,6.0,M2 SANZAGE,740,1.0
M1,Shamba la mnazi,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",zRYovaahru9,2015-01-14T00:00:00Z,1,,12,4,,,10,1,,,6ThVTGoyVqA,19.7,5.0,2,11.5,M1 NDOHELE,886,1.0
M2,Mponda,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",onVKoJG2AfA,2014-12-27T00:00:00Z,1,,11,4,,,0,1,,,aAPcp9TY2H2,3.3,55.0,1,0.4,M2 SUMUNI,156,1.0
M2,Shamba la bondeni,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",QokjJw6sDKB,2014-09-27T00:00:00Z,1,,12,4,,,1,1,,,vpnPw2uqud5,0.9,9.0,1,1.0,M2 Samanini,361,1.0
M3,Mambini,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",41YTq8opiW8,2015-04-14T00:00:00Z,1,,16,4,,,4,1,,,JEREcPWj3d7,2.3,34.0,1,4.5,M3 DAMIAN,759,1.0
M2,Tambalang'ombe,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LwsCZHjGPqA,2014-09-13T00:00:00Z,1,,11,4,,,2,1,,,5omv43huyWA,1.4,14.0,1,1.0,M2 Makasi,251,1.0
M1,Nyeregete,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",Qrakmh9TAb7,2014-09-29T00:00:00Z,1,,12,4,,,3,1,,,uwWhFDZNhC4,1.1,11.0,1,3.9,M1 LINA,602,1.0
M1,Ilole,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",v2cqtKhhmEB,2014-08-12T00:00:00Z,2,,,1,,26,0,1,,,t6SmTkhJERB,1.5,39.0,1,0.3,M1-nuru,138,1.0
M2,Shamba la bondeni,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",g2ZqebmF5z8,2014-08-13T00:00:00Z,1,,47,4,,,1,1,,,pZwYcUXigk6,1.9,19.0,1,1.5,M2 Chonya,325,1.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",W5cRAyZKiP3,2014-08-09T00:00:00Z,1,,12,4,,,2,1,,,KiSQDqkbAJ4,1.0,12.0,1,5.2,M1-Asha,874,1.0
M3,Kwenyembuga 2,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",1AHvfwxYcT6,2014-10-03T00:00:00Z,1,,11,4,,,5,1,,,w6RjQ1JCX72,0.8,5.0,1,4.9,M3-moses,725,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",51brKTHzvAB,2015-08-11T00:00:00Z,1,,11,4,,,0,1,,,oNaj2tzQG57,0.002,0.0,1,0.1,M1-chaula,0,0.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",xcn3a9uEQZB,2015-08-08T00:00:00Z,1,,11,4,,,0,1,,,zv5erWx5mb4,0.0,0.0,1,1.1,M1-masopola,0,0.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",sApJeip8V38,2014-08-14T00:00:00Z,1,,11,1,,26,0,1,,,hUpVYy5SVV6,0.3,3.0,1,0.49,M1 Mwisomba,187,1.0
M3,Juu,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",BP6YrbuDcL,2015-09-13T00:00:00Z,1,,12,4,,,3,1,,,oaDbz2weXF5,0.95,16.0,1,3.9,M3 MASELA,590,1.0
M2,Ng'ambo,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",kqzsJGqsJH5,2015-08-31T00:00:00Z,1,,11,4,,,3,1,,,L8beoyKrWA3,1.5,40.0,1,4.0,M2 MLOWE,593,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",SqBCN18ii19,2015-08-11T00:00:00Z,1,,11,1,,87,0,1,,,og21YCXmdJ7,0.0,0.0,1,0.7,M1-ngongole,0,0.0
M1,Shamba la juu,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",pcKda2i8vd5,2014-08-14T00:00:00Z,1,,42,4,,,3,1,,,MmSvmgm1igB,3.4,34.0,1,1.9,M1 Shabani,359,1.0
M2,Njacha,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",w7mhEiauzv4,2015-08-08T00:00:00Z,1,,12,4,,,1,1,,,2di5ZBBDkc2,3.0,40.0,1,1.5,M2-makaso,0,0.0
M1,Nyaluanga,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",uz81YWocVs7,2014-09-29T00:00:00Z,1,,12,4,,,4,1,,,rEyMAKXbvj9,10.7,60.0,1,3.4,M1-muhaki,488,1.0
M1,Ibumila,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",mZbBzdZE8P5,2014-10-07T00:00:00Z,1,,12,4,,,3,1,,,Do9W16ZCiM5,1.4,15.0,1,3.3,M1-msaila,467,1.0
M3,Kanda ya Juu,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",3bdaYKw2CU5,2015-09-13T00:00:00Z,1,,11,4,,,1,1,,,4L1g5QUpnd2,7.3,2.0,2,0.7,M3 MESHAKI,315,1.0
