Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Crop type,Field ID,Field name,Crop ID,Crop name,ag6a_02,ag6a_05,ag6a_08_1,ag6a_08_2,ag6a_vs_09
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",m6KCw7ZxQ47,2015-10-22T00:00:00Z,fruit,M1,S/POTATO,72,Avocado,2,1,0.0,,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",Wj18gYU55E5,2016-08-12T00:00:00Z,fruit,M1,BEANS,74,Papaw,1,1,0.0,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",bsDhjVrvZ8B,2016-07-12T00:00:00Z,fruit,M4,BANANA,72,Avocado,1,1,125.0,1,12500.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",DybB4C7m1V6,2016-07-22T00:00:00Z,fruit,M2,BEANS,76,Orange,2,1,3.0,1,1000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",ob6Go1epkY4,2016-08-22T00:00:00Z,fruit,M3,BANANA,73,Mango,1,1,0.0,,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",vC1xGx4WFW,2016-08-12T00:00:00Z,fruit,M2,MAIZE,72,Avocado,5,1,300.0,1,30000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",7HuaMEgyTz4,2016-05-28T00:00:00Z,permanent,M1,PYRETHRUM,304,Timber,4,1,0.0,,
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",4uYtGb6q1h5,2016-11-19T00:00:00Z,permanent,M4,TEA,55,Tea,3000,2,1000.0,1,105000.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",MsBreaQuEcA,2016-01-15T00:00:00Z,permanent,M1,MAIZE 1,18,Black Pepper,1,1,0.0,,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",TYoYR9fk5v3,2016-08-17T00:00:00Z,fruit,M4,BANANA,73,Mango,3,1,300.0,1,30000.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",ydvLLQUM1wA,2016-07-19T00:00:00Z,fruit,M1,BEANS,72,Avocado,3,1,200.0,1,20000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",nkB43h7a3u6,2016-04-22T00:00:00Z,permanent,M1,I.POTATOE,302,Bamboo,20,1,0.0,,
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",t8pSXYMtCP,2016-03-01T00:00:00Z,permanent,M3,MAIZE,21,Cassava,20,1,20.0,1,10000.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",MsBreaQuEcA,2016-01-15T00:00:00Z,fruit,M1,MAIZE 1,81,Blood fruit,10,1,40.0,1,40000.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",rP7DxqhNrW3,2016-07-19T00:00:00Z,fruit,M1,BANANA,76,Orange,2,1,0.0,,
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",PGN47oqwcT6,2015-10-10T00:00:00Z,fruit,M1,BANANA,71c,Banana Sweet,30,1,100.0,1,10000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",YVG8nKF7bC4,2015-12-05T00:00:00Z,fruit,M4,BANANA,71b,Banana Beer,98,1,700.0,1,70000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",sqHntKPZfk6,2016-05-20T00:00:00Z,permanent,M1,IRISH,304,Timber,25,1,,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",ydvLLQUM1wA,2016-07-19T00:00:00Z,fruit,M2,IRISH,71a,Banana Food,12,1,0.0,,
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",vdieyWj8obA,2015-11-07T00:00:00Z,permanent,M2,CASSAVA,21,Cassava,300,2,,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",TY6c2BvPeq8,2016-07-27T00:00:00Z,fruit,M2,MAIZE,73,Mango,1,1,15.0,1,1500.0
