Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Field ID,Field name,ag10_vs_1,ag10_vs_2,ag10_vs_2_1,ag10_vs_2_2,ag10_vs_2_3,ag10_vs_2_4,ag10_vs_2_5,ag10_vs_2_6,ag10_vs_2_7,ag10_vs_2_8,ag10_vs_2_9,ag10_vs_2_50,ag10_vs_2_51,ag10_vs_2_other,ag10_vs_3,ag10_vs_3_other
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",QT4VeJxXHv4,2015-11-20T00:00:00Z,M2,Esikinji,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",3eWkuw2PPtA,2015-10-09T00:00:00Z,M2,Mukibira 2,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",wJPLc9G7D59,2016-02-03T00:00:00Z,M3,Uduk,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UYwovny68h,2016-04-27T00:00:00Z,M3,Kwabikwaso,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",4Ltk7eBsFy2,2016-01-12T00:00:00Z,M5,Kiswa Musili,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",K28KewnXpk2,2015-09-04T00:00:00Z,M4,Forest garden 2,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",i5k7QWkLJw8,2016-02-03T00:00:00Z,M4,Binyobwa 2,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",fvoTDbKYuW5,2015-10-07T00:00:00Z,M3,Kibira 2,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",x3KJboY4Wn4,2016-02-03T00:00:00Z,M4,Potolam,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",ve5Vid3J3j2,2015-08-16T00:00:00Z,M2,Engulu,2,,,,,,,,,,,,,,,
