"","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","Livestock.code","Animal.name","ag10a_05_1","ag10a_05_2","ag10a_05_3","ag10a_19","ag10a_20","ag10a_21","ag10a_24","ag10a_25","ag10a_26","ag10a_27","ag10a_33","ag10a_34","ag10a_vs_01","ag10a_vs_02","ag10a_vs_03","ag10a_vs_04"
"1232","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","TzXCuVJ5tP5","2015-01-14T00:00:00Z","3","STEERS",4,0,NA,1,2,1200000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1233","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","PrddN7Eh7v3","2015-04-21T00:00:00Z","10","CHICKENS",2,0,NA,1,10,50000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1234","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","j5dyUZUjo25","2014-08-12T00:00:00Z","9","PIGS",NA,6,NA,1,1,50000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1235","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","ktUuHHCU1Q5","2015-08-05T00:00:00Z","3","STEERS",2,0,NA,2,NA,NA,2,NA,NA,NA,1,15000,0,0,8,8
"1236","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","ayZb55CgmK4","2014-08-14T00:00:00Z","5","MALE CALVES",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1237","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","QuoaS1YaSX9","2015-08-31T00:00:00Z","10","CHICKENS",14,0,NA,2,NA,NA,1,4,0,NA,2,NA,0,0,0,0
"1238","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","kqzsJGqsJH5","2015-08-31T00:00:00Z","10","CHICKENS",15,0,NA,2,NA,NA,1,10,0,NA,2,NA,0,0,0,0
"1239","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","NnrfSQy1dmA","2014-08-12T00:00:00Z","10","CHICKENS",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1240","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","1AHvfwxYcT6","2014-10-03T00:00:00Z","10","CHICKENS",10,0,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"1241","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","8bfdq81qVM8","2015-09-13T00:00:00Z","9","PIGS",NA,5,NA,1,1,140000,2,NA,NA,NA,2,NA,0,10,5,0
"1242","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","JsmhauRP8E9","2014-08-12T00:00:00Z","10","CHICKENS",50,0,NA,2,NA,NA,1,5,0,NA,2,NA,NA,NA,NA,NA
"1243","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","9921bP6EeY4","2014-08-12T00:00:00Z","10","CHICKENS",4,0,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"1244","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","yLS96zjnvX6","2014-12-18T00:00:00Z","3","STEERS",2,0,NA,2,NA,NA,2,NA,NA,NA,1,5000,NA,NA,NA,NA
"1245","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","41YTq8opiW8","2015-04-14T00:00:00Z","10","CHICKENS",3,0,NA,1,3,28000,1,3,0,NA,2,NA,NA,NA,NA,NA
"1246","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","uDCakBEm7VB","2014-09-30T00:00:00Z","1","BULLS",2,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1247","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","WjvUqZyb157","2015-09-13T00:00:00Z","10","CHICKENS",48,0,NA,1,13,150000,1,10,0,NA,2,NA,0,0,0,0
"1248","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","aFuKnt435e8","2014-08-12T00:00:00Z","1","BULLS",3,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1249","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","SGWnjCX1hJ3","2014-08-12T00:00:00Z","6","FEMALE CALVES",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1250","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","McAcYh2ZV69","2014-12-10T00:00:00Z","1","BULLS",2,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1251","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","BcLx8GwEyf5","2014-08-12T00:00:00Z","10","CHICKENS",40,0,NA,1,5,40000,1,12,0,NA,2,NA,NA,NA,NA,NA
"1252","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","onVKoJG2AfA","2014-12-27T00:00:00Z","7","GOATS",10,NA,0,1,1,40000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1253","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","CnNmmWuhuE4","2015-08-29T00:00:00Z","10","CHICKENS",3,0,NA,2,NA,NA,1,1,0,NA,2,NA,0,0,0,0
"1254","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","4LtjetWmyU6","2014-08-11T00:00:00Z","10","CHICKENS",18,0,NA,1,6,60000,1,6,0,NA,2,NA,NA,NA,NA,NA
"1255","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","ktUuHHCU1Q5","2015-08-05T00:00:00Z","2","COWS",8,0,0,1,1,3e+05,2,NA,NA,NA,1,15000,0,0,7,9
"1256","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pAiSMicbJb9","2014-09-28T00:00:00Z","6","FEMALE CALVES",5,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1257","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","Qrakmh9TAb7","2014-09-29T00:00:00Z","5","MALE CALVES",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1258","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","KeAxwek3yC4","2014-08-11T00:00:00Z","10","CHICKENS",5,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1259","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","PrddN7Eh7v3","2014-09-23T00:00:00Z","10","CHICKENS",2,0,NA,1,10,50000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1260","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZAZu9eYNzaA","2014-12-28T00:00:00Z","7","GOATS",7,NA,0,1,3,120000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1261","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZAZu9eYNzaA","2014-12-28T00:00:00Z","10","CHICKENS",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1262","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pxqThuNPrG","2014-10-03T00:00:00Z","2","COWS",4,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1263","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","JbsDyyJEsp2","2015-01-14T00:00:00Z","14","DONKEYS",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1264","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","Qrakmh9TAb7","2014-09-29T00:00:00Z","10","CHICKENS",6,0,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"1265","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","UDim1j4z9K9","2014-08-13T00:00:00Z","10","CHICKENS",16,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1266","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","a77UhCZgDh2","2014-08-11T00:00:00Z","9","PIGS",NA,3,NA,1,4,160000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1267","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZAZu9eYNzaA","2014-12-28T00:00:00Z","6","FEMALE CALVES",2,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1268","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","ktUuHHCU1Q5","2015-08-05T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,1,15000,0,2,6,4
"1269","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","1AHvfwxYcT6","2014-10-03T00:00:00Z","3","STEERS",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1270","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","znifEwvA5C4","2014-12-11T00:00:00Z","7","GOATS",8,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1271","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","zRYovaahru9","2015-01-14T00:00:00Z","5","MALE CALVES",7,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1272","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","1U2KYPp4RE4","2014-08-12T00:00:00Z","7","GOATS",10,NA,0,1,2,80000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1273","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","x3YWH9QUug","2014-12-10T00:00:00Z","4","HEIFERS",3,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1274","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","mZbBzdZE8P5","2014-10-07T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1275","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","QuoaS1YaSX9","2015-08-31T00:00:00Z","7","GOATS",1,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,1,7,3,8
"1276","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","nf2b6XaXDy3","2016-01-20T00:00:00Z","7","GOATS",3,NA,0,1,1,40000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1277","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","RnembMKrW72","2015-08-13T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1278","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","EQUQxBxxA28","2016-07-25T00:00:00Z","8","Sheep",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1279","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","fvoTDbKYuW5","2015-10-07T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1280","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","Gr3yWAqnod7","2016-01-14T00:00:00Z","15","Dogs",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,0
"1281","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","nG6geyTvwq7","2015-09-05T00:00:00Z","7","GOATS",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1282","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","GwMi53segV4","2015-10-20T00:00:00Z","10","CHICKENS",10,0,NA,1,2,12000,1,3,0,NA,2,NA,0,0,0,10
"1283","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","EQUQxBxxA28","2016-07-25T00:00:00Z","7","Goats",8,NA,0,1,1,40000,2,NA,NA,NA,2,NA,0,0,0,10
"1284","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","5a2WfRTPWS2","2016-01-13T00:00:00Z","7","GOATS",2,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1285","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","CLcgNTsm4y7","2015-10-08T00:00:00Z","11","DUCKS",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1286","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","1YCu7s1wQ37","2015-11-23T00:00:00Z","2","COWS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,3,7,0,0
"1287","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","E9xodbJqWb8","2016-02-08T00:00:00Z","10","CHICKENS",9,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,0
"1288","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","fYfZbzp5Nv8","2016-01-07T00:00:00Z","2","COWS",2,0,0,1,1,8e+05,2,NA,NA,NA,2,NA,0,8,0,2
"1289","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","RnembMKrW72","2015-08-13T00:00:00Z","7","GOATS",2,NA,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"1290","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","iLvTEBAQTN6","2016-04-08T00:00:00Z","5","MALE CALVES",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1291","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","mpqcPSFDpCB","2016-02-03T00:00:00Z","10","CHICKENS",10,0,NA,2,NA,NA,1,0,0,NA,2,NA,0,0,0,0
"1292","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","r8r378XZhzA","2015-08-10T00:00:00Z","2","COWS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,0,2,0,8
"1293","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","6L8XQ2ivNNB","2016-02-01T00:00:00Z","10","CHICKENS",12,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1294","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","uZWP16YfzT5","2016-01-05T00:00:00Z","2","COWS",0,0,1,2,NA,NA,2,NA,NA,NA,2,NA,2,8,0,0
"1295","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","SDoi2yLPd6","2015-10-15T00:00:00Z","10","CHICKENS",20,0,NA,2,NA,NA,1,3,0,NA,2,NA,0,0,0,10
"1296","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","3eWkuw2PPtA","2015-10-09T00:00:00Z","8","SHEEP",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,2,0,8
"1297","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","hyWdWQ552X7","2016-07-26T00:00:00Z","10","Chickens",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1298","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","vkQ3CHAz8S2","2016-04-05T00:00:00Z","10","CHICKENS",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,0
"1299","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","VQjx1ubsk84","2015-09-08T00:00:00Z","10","CHICKENS",4,NA,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"1300","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","XBSg6BUGH3","2016-01-27T00:00:00Z","7","GOATS",1,NA,0,1,1,50000,2,NA,NA,NA,2,NA,0,0,0,0
"1301","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","wJPLc9G7D59","2016-02-03T00:00:00Z","7","GOATS",2,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,0
"1302","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","n4TwADF35","2016-04-13T00:00:00Z","8","SHEEP",7,NA,NA,1,5,35000,2,NA,NA,NA,2,NA,0,0,0,0
"1303","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","uNqoVbaZpG3","2016-01-19T00:00:00Z","10","CHICKENS",30,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1304","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","L3z2GfyVdH5","2015-08-10T00:00:00Z","15","Dogs",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1305","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","jsuqiyHhZp3","2016-02-04T00:00:00Z","10","CHICKENS",6,0,NA,1,2,20000,1,1,0,NA,2,NA,0,0,0,0
"1306","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","K28KewnXpk2","2015-09-04T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1307","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","k3gYMiFrqdB","2015-08-03T00:00:00Z","10","CHICKENS",5,0,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"1308","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","kyXkjdQuZSA","2016-07-24T00:00:00Z","8","Sheep",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1309","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","GuUwLgiijo2","2015-10-16T00:00:00Z","10","CHICKENS",2,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1310","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","B77fdVMrcbB","2015-10-19T00:00:00Z","3","STEERS",2,0,NA,2,NA,NA,1,1,250,1.5,2,NA,3,6,2,0
"1311","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","3WbmqA7gbk2","2016-07-13T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1312","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","mpqcPSFDpCB","2016-02-03T00:00:00Z","15","Dogs",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,0
"1313","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","52MH5CafZg9","2016-03-31T00:00:00Z","2","COWS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,2,7,0,1
"1314","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","9P8HkL34az2","2015-10-22T00:00:00Z","9","PIGS",NA,4,NA,1,1,140000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1315","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","Xab6HD3Zh47","2016-01-15T00:00:00Z","10","CHICKENS",9,0,NA,2,NA,NA,1,2,0,NA,2,NA,0,0,0,0
"1316","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","YTTV9E8N5B7","2016-07-18T00:00:00Z","6","Female Calves",0,0,0,1,4,3100000,2,NA,NA,NA,2,NA,0,0,0,10
"1317","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","z9PS7Qjy5L2","2016-04-07T00:00:00Z","16","Other",2,NA,NA,2,NA,NA,1,1,0,NA,2,NA,0,0,0,10
"1318","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","K28KewnXpk2","2015-08-17T00:00:00Z","9","PIGS",NA,3,NA,1,2,160000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1319","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","3WbmqA7gbk2","2016-07-13T00:00:00Z","7","Goats",5,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1320","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","VHVUj6zT8c6","2016-07-17T00:00:00Z","10","Chickens",3,0,NA,2,NA,NA,1,1,0,NA,2,NA,0,0,0,10
"1321","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","cTxbn5tVsdA","2016-02-05T00:00:00Z","10","CHICKENS",7,0,NA,2,NA,NA,1,2,0,NA,2,NA,0,0,0,0
"1322","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","6L8XQ2ivNNB","2016-02-01T00:00:00Z","15","Dogs",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1323","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","CLcgNTsm4y7","2015-10-08T00:00:00Z","10","CHICKENS",6,0,NA,1,2,40000,1,5,0,NA,2,NA,NA,NA,NA,NA
"1324","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","PxqUsT3Kg39","2016-02-05T00:00:00Z","2","COWS",3,0,0,2,NA,NA,2,NA,NA,NA,2,NA,2,0,3,5
"1325","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","EQM92niTjw","2016-02-05T00:00:00Z","10","CHICKENS",8,0,NA,1,2,30000,1,2,0,NA,2,NA,0,0,0,0
"1326","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","vPv6VoT5Hx6","2015-09-11T00:00:00Z","10","CHICKENS",3,NA,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"1327","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","qGGstvM2E46","2016-02-04T00:00:00Z","7","GOATS",10,NA,0,1,3,2e+05,1,1,0,NA,2,NA,0,0,0,0
"1328","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","akR9WC1ESX","2016-04-15T00:00:00Z","8","SHEEP",7,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,0
"1329","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","VyrUWsmH5zA","2016-07-19T00:00:00Z","2","Cows",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1330","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","4Ltk7eBsFy2","2016-01-12T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1331","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","pMDUa1EHvb","2016-01-15T00:00:00Z","7","GOATS",20,NA,0,1,1,65000,1,1,0,NA,2,NA,NA,NA,NA,NA
"1332","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","HWUQqfGSi37","2015-10-27T00:00:00Z","10","CHICKENS",1,NA,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"1333","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","8WWivGcFUz5","2015-07-30T00:00:00Z","2","COWS",0,0,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1334","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","VyrUWsmH5zA","2016-07-19T00:00:00Z","7","Goats",3,NA,0,1,2,90000,2,NA,NA,NA,2,NA,0,0,0,10
"1335","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","8WWivGcFUz5","2015-07-30T00:00:00Z","1","BULLS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1336","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","9D4NrgAzDH4","2016-01-30T00:00:00Z","15","Dogs",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1337","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","2TsiWCE9wU3","2016-01-04T00:00:00Z","1","BULLS",2,0,0,1,2,1e+06,2,NA,NA,NA,2,NA,0,10,0,0
"1338","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","aANwrQbMsa3","2016-07-19T00:00:00Z","10","Chickens",3,0,NA,1,1,15000,1,1,0,NA,2,NA,0,0,0,10
"1339","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","CR6uc2DJjF2","2016-07-23T00:00:00Z","7","Goats",2,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,0,0,0,10
"1340","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","SqGfB47Y5q3","2016-07-31T00:00:00Z","1","Bulls",4,0,0,1,600,0,2,NA,NA,NA,2,NA,0,0,0,10
"1341","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","6knFhJg33R9","2016-03-31T00:00:00Z","8","SHEEP",3,NA,NA,1,1,70000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1342","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","FiycRUoeZh","2016-01-13T00:00:00Z","10","CHICKENS",30,0,NA,1,20,2e+05,1,3,0,NA,2,NA,NA,NA,NA,NA
"1343","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","oimuabaAoj4","2015-10-13T00:00:00Z","9","PIGS",NA,5,NA,1,8,240000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1344","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","mUQGMG1UT55","2015-08-10T00:00:00Z","2","COWS",2,0,0,2,NA,NA,2,NA,NA,NA,2,NA,1,2,0,7
"1345","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","Te4C6DJXQq6","2016-07-24T00:00:00Z","10","Chickens",15,0,NA,1,2,34000,1,6,0,NA,2,NA,0,0,0,10
"1346","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","gVnZfUnJ4V","2016-07-12T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1347","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","s1YRqRa7dg5","2015-10-14T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"1348","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","ve5Vid3J3j2","2015-08-16T00:00:00Z","2","COWS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,2,8,0,0
"1349","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","3WbmqA7gbk2","2016-07-13T00:00:00Z","10","Chickens",6,0,NA,2,NA,NA,1,2,0,NA,2,NA,0,0,0,10
"1350","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","RnembMKrW72","2015-08-13T00:00:00Z","9","PIGS",NA,2,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
