Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Individual ID,hh_indid_age,hh_indid_gender,hh_indid_respondent
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",JsmhauRP8E9,2014-08-12T00:00:00Z,u4gExWwMti3,10,2,2
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",RfzDYcp8cy2,2015-08-10T00:00:00Z,MXTd1978as6,30,2,2
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",9WWgnSHHAA6,2014-12-18T00:00:00Z,bMJqHEW2ep5,18,2,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",kDWcVHqaaf2,2014-08-11T00:00:00Z,FMF8gXFEFN4,5,2,2
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",tWqyJcJmuN5,2014-08-12T00:00:00Z,F9RfXzBQnaB,16,2,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",ZBSFxdohGu7,2014-08-11T00:00:00Z,QkYBKt9thg6,39,1,1
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",udWPUwFP172,2014-08-13T00:00:00Z,vGQpdRj29p8,49,1,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",GV2SBh2drm7,2014-08-11T00:00:00Z,vqpqG1UD1K8,10,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",KqZvf5fBTQ7,2014-08-12T00:00:00Z,EXEKNbcCL34,8,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",p5n6hjGyeL,2014-08-12T00:00:00Z,1LdxpwBrfM4,38,1,1
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",4NfJeixyr6A,2015-08-08T00:00:00Z,DHgCUoYXus9,10,1,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",NnrfSQy1dmA,2014-08-12T00:00:00Z,9HK8konYYdA,13,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",g2ZqebmF5z8,2014-08-13T00:00:00Z,iPxvyrF2826,41,1,1
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",6NYkNXf4fW6,2014-08-12T00:00:00Z,AKqwA7ikDE7,18,1,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",fUSEvjoZCe,2014-08-11T00:00:00Z,UNaBftiCjdA,15,2,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",HPHgA99tPJA,2015-01-14T00:00:00Z,1KF3zQWpNG2,8,2,2
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",QuoaS1YaSX9,2015-08-31T00:00:00Z,YuGWsB96HV5,53,1,1
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,UZfHi1f2Pp7,6,2,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",GV2SBh2drm7,2014-08-11T00:00:00Z,xrQX6dcCEdA,42,2,1
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",dtBzhqj3kQA,2014-08-12T00:00:00Z,1MzHL6eQ1Y6,8,2,2
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2JxppdNdy1B,2015-08-11T00:00:00Z,5HwEUuYWm22,60,2,1
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",T5DZd2AUTX7,2015-08-14T00:00:00Z,QNCpdAJQNL9,13,1,2
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KkYJfxvuWf6,2014-12-24T00:00:00Z,ZXNLmuCYCe,12,2,2
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",2zFRVcySNg6,2014-08-13T00:00:00Z,txuQvbaaJ34,40,1,1
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",piP7A67YkU7,2015-08-31T00:00:00Z,GForwJP3DP7,49,2,1
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",7NvFkzHDPpA,2014-08-12T00:00:00Z,pbxqA2dbdW5,81,1,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",G8pqkT9RvZB,2015-01-15T00:00:00Z,t7dAofxbLVB,23,2,2
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",5oGmpb8QJLA,2015-09-09T00:00:00Z,5W3M3pR9hH,53,1,1
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",A4HX8ZvF3a8,2015-08-04T00:00:00Z,adyDLQgPunA,42,2,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",wXNS3oTZiX8,2014-08-12T00:00:00Z,RqM2dpcZgfA,7,2,2
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",xcn3a9uEQZB,2015-08-08T00:00:00Z,Gaytqn6eL63,59,2,1
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",N5cedWi9F35,2014-12-18T00:00:00Z,7HREVrYonj2,17,1,2
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",Nt5ok1nPNM7,2014-12-18T00:00:00Z,5CggD9jMDX5,12,2,2
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",yku5wXeXnu9,2015-08-08T00:00:00Z,qHyDnvMFYoA,9,1,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",mdqRMX9AQF6,2014-09-24T00:00:00Z,n5JHZhhXaF6,25,1,2
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",McAcYh2ZV69,2014-12-10T00:00:00Z,BeXhuMPDs67,8,1,2
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",onVKoJG2AfA,2014-12-27T00:00:00Z,bP8yaUb8rG4,18,1,2
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",2tg6ar7zuS5,2015-09-13T00:00:00Z,UiEnL6Dm97,19,1,2
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",9uri5wypzL4,2015-12-09T00:00:00Z,awj6vZLm4D9,25,2,1
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",Nt5ok1nPNM7,2014-12-18T00:00:00Z,1eJnBVmLTW3,19,1,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",Qrakmh9TAb7,2014-09-29T00:00:00Z,WeD5pEgGDS5,3,1,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",kDWcVHqaaf2,2014-08-11T00:00:00Z,kuPvmk9vnh5,15,2,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,bmrRYYtjAg2,30,1,1
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",G8pqkT9RvZB,2015-01-15T00:00:00Z,GmSLvwgf999,29,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",g2ZqebmF5z8,2014-08-13T00:00:00Z,i7HMMa1dLa9,6,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",dtBzhqj3kQA,2014-08-12T00:00:00Z,Zvz85oubQP3,38,2,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",mdqRMX9AQF6,2014-09-24T00:00:00Z,j8LvvTRj3J4,1,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",VpdWTmuL8k8,2014-08-13T00:00:00Z,BE3wvyHzSh5,49,2,1
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",ziHZfbph8gA,2014-08-12T00:00:00Z,Zc9YLnyvm53,36,2,1
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",2GJh9RvP6U3,2014-08-12T00:00:00Z,yhmLDxQuwo6,56,2,1
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",a77UhCZgDh2,2014-08-11T00:00:00Z,7xko93egLx5,31,2,2
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",4FP6ukTTsQ8,2014-08-11T00:00:00Z,u9jTPvW9NE3,8,1,2
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",7NvFkzHDPpA,2014-08-12T00:00:00Z,PBuCYRKXqm2,74,2,1
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",Nt5ok1nPNM7,2014-12-18T00:00:00Z,a6uPbcj53d,14,2,2
